"amount";"duration";"payments";"no. of commited crimes '95";"name ";"region";"no. of inhabitants";"no. of municipalities with inhabitants < 499 ";"no. of municipalities with inhabitants 500-1999";"no. of municipalities with inhabitants 2000-9999 ";"no. of municipalities with inhabitants >10000 ";"no. of cities ";"ratio of urban inhabitants ";"average salary ";"no. of enterpreneurs per 1000 inhabitants ";"no. of commited crimes '96";"unemploymant rate '95";"unemploymant rate '96";"balance MAX";"balance MIN";"balance AVG";"balance STD";"balance VAR";"operation = credit in cash AVG";"operation = credit in cash STD";"operation = credit in cash SUM";"operation = credit in cash VAR";"operation = withdrawal in cash AVG";"operation = withdrawal in cash STD";"operation = withdrawal in cash SUM";"operation = withdrawal in cash VAR";"operation = remittance to another bank AVG";"operation = remittance to another bank STD";"operation = remittance to another bank SUM";"operation = remittance to another bank VAR";"operation = collection from another bank AVG";"operation = collection from another bank STD";"operation = collection from another bank SUM";"operation = collection from another bank VAR";"operation = credit card withdrawal AVG";"operation = credit card withdrawal STD";"operation = credit card withdrawal SUM";"operation = credit card withdrawal VAR";"operation = Null AVG";"operation = Null STD";"operation = Null SUM";"operation = Null VAR";"credit MAX";"credit MIN";"credit AVG";"credit STD";"credit CNT";"credit SUM";"credit VAR";"withdraw MAX";"withdraw MIN";"withdraw AVG";"withdraw STD";"withdraw CNT";"withdraw SUM";"withdraw VAR";"withdraw_total";"credit_total";"final Balance";"credit_month";"withdrawal_month";"household";"Account duration";"Gender";"crime_increase";"unemployment_increase";"age";"n_owners";"status";"loan_id";"credit_withdrawal_ratio";"credit_avg_salary_ratio";"profit_month";"profit_payments_ratio";"balace_max_credit";"balace_max_withdraw";"transactions_month";"A";"B";"C";"balance_min_credit";"balance_min_withdraw";"type credit MEAN";"type withdraw MEAN";"transactions_total";"confidence(true)";"confidence(false)";"prediction(status)"
117420;60;1957;1660;"Semily";"east Bohemia";75685;31;28;5;1;9;60.8;8208;155;2123;1.89;2.26;68584.8;500.0;40841.79534883722;15410.393720101642;2.374802346085481E8;0.23255813953488372;0.4274625743754584;10;0.18272425249169433;0.5116279069767442;0.5057805388588732;22;0.2558139534883721;0.09302325581395349;0.29390259873217905;4;0.08637873754152825;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.16279069767441862;0.3735436838188142;7;0.13953488372093023;30794.0;65.0;9440.564705882354;11107.361381305931;17;160489.60000000003;1.2337347685492639E8;16400.0;14.6;5228.838461538462;5654.165170567759;26;135949.80000000002;3.196958377606153E7;135949.80000000002;160489.60000000003;24539.800000000017;22927.08571428571;19421.399999999998;793.0;7;"F";1.2789156626506024;1.1957671957671958;30;1;;6076;1.1805063339556217;2.7932609301030347;3505.6857142857116;1.7913570333600979;37790.8;52184.8;6.142857142857143;13486.521008403355;14192.561538461536;0.016666666666666666;435.0;485.4;0.3953488372093023;0.6046511627906976;43;0.02692492898856902;0.973075071011431;"false"
53076;12;4423;999;"Prachatice";"south Bohemia";51428;50;11;3;1;4;52.7;8402;120;1099;3.13;3.98;65121.6;500.0;33129.40307692311;14034.72871002681;1.9697360996405077E8;0.23076923076923078;0.4246038878042234;15;0.18028846153846154;0.5076923076923077;0.5038314736557788;33;0.25384615384615383;0.09230769230769231;0.2917124506190194;6;0.08509615384615385;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.16923076923076924;0.37787360524183417;11;0.14278846153846153;23817.0;52.8;7826.846153846156;8618.155487770258;26;203498.00000000006;7.42726040113846E7;14700.0;14.6;4677.748717948718;3925.477015792026;39;182432.2;1.5409369801511472E7;182432.2;203498.00000000006;21065.800000000047;18499.818181818184;16584.745454545457;9235.0;11;"F";1.1001001001001;1.2715654952076678;48;1;;5134;1.1154719397123973;2.2018350609162325;1915.0727272727272;0.43298049452243437;41304.6;50421.6;5.909090909090909;10672.972027972028;11906.996736596739;0.08333333333333333;447.2;485.4;0.4;0.6;65;0.025070585445699844;0.9749294145543002;"false"
415800;60;6930;85677;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;167;99107;0.29;0.43;140706.0;700.0;44265.27297297299;33832.073699019915;1.144609210775915E9;0.2702702702702703;0.45022516889074815;10;0.20270270270270271;0.5135135135135135;0.5067117097095317;19;0.2567567567567568;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.21621621621621623;0.4173417953838007;8;0.17417417417417416;48667.0;25.0;13169.63888888889;16948.958598969293;18;237053.50000000003;2.872671975895751E8;47600.0;14.6;11767.000000000002;12772.38247765684;19;223573.00000000003;1.6313375415555546E8;223573.00000000003;237053.50000000003;13480.5;23705.350000000002;22357.300000000003;0.0;10;"M";1.1567515202446397;1.4827586206896552;46;1;;5419;1.0602957423302455;1.8902280519894747;1348.0499999999993;0.19452380952380943;92039.0;93106.0;3.7;10535.711111111112;10590.300000000001;0.016666666666666666;675.0;685.4;0.4864864864864865;0.5135135135135135;37;0.6538152605601564;0.3461847394398436;"true"
247920;48;5165;3244;"Bruntal";"north Moravia";106054;38;25;6;2;6;63.1;8110;109;3079;5.77;6.55;31595.5;200.0;23594.146666666664;7544.8029657948555;5.6924051792666845E7;0.4;0.50709255283711;6;0.2571428571428572;0.3333333333333333;0.4879500364742666;5;0.23809523809523808;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.26666666666666666;0.45773770821706344;4;0.20952380952380953;16100.0;25.5;3509.0;5192.907738230843;10;35090.0;2.6966290777777776E7;5000.0;200.0;2220.0;1957.549488518745;5;11100.0;3832000.0;11100.0;35090.0;23990.0;3509.0;1110.0;0.0;9;"M";0.9491368680641183;1.1351819757365684;39;1;;6255;3.161261261261261;0.43267570900123303;2399.0;0.4644724104549855;15495.5;26595.5;1.6666666666666667;0.0;-1110.0;0.020833333333333332;174.5;0.0;0.6666666666666666;0.3333333333333333;15;0.32873595808404743;0.6712640419159526;"true"
146064;24;6086;18782;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;100;18347;4.75;5.44;90387.4;200.0;44355.04090909091;16699.810596406947;2.7888367395586574E8;0.3181818181818182;0.4767312946227962;7;0.2272727272727273;0.4090909090909091;0.5032362797401965;9;0.2532467532467533;0.045454545454545456;0.21320071635561044;1;0.045454545454545456;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.22727272727272727;0.4289320272288885;5;0.18398268398268397;44258.0;21.8;12579.108333333332;15054.738515736395;12;150949.3;2.2664515177719688E8;35100.0;14.6;10592.86;10180.890483668138;10;105928.6;1.0365053104044445E8;105928.6;150949.3;45020.69999999998;21564.18571428571;15132.657142857144;0.0;6;"M";0.9768395272069003;1.145263157894737;43;1;;5656;1.425009865135572;2.020442772817925;6431.528571428567;1.0567743298436687;46129.399999999994;55287.399999999994;3.6666666666666665;8985.07738095238;4539.797142857144;0.041666666666666664;178.2;185.4;0.5454545454545454;0.45454545454545453;22;0.02392315575915349;0.9760768442408465;"false"
116832;12;9736;2299;"Tabor";"south Bohemia";103347;87;16;7;1;7;67.0;9104;123;2354;1.51;2.07;40761.2;400.0;23391.68913043479;10577.341912266525;1.118801619289901E8;0.30434782608695654;0.4652151338606117;14;0.21642512077294687;0.391304347826087;0.49343516379516894;18;0.2434782608695652;0.10869565217391304;0.3146963876899777;5;0.09903381642512077;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.1956521739130435;0.4010854836782195;9;0.1608695652173913;17136.0;28.6;5766.178260869564;6196.637031630839;23;132622.09999999998;3.839831050177866E7;12100.0;14.6;4864.478260869566;3944.851792003035;23;111883.00000000001;1.5561855660869556E7;111883.00000000001;132622.09999999998;20739.099999999962;13262.209999999997;11188.3;4746.0;9;"M";1.0239234449760766;1.3708609271523178;47;2;;6934;1.1853641750757486;1.4567453866432334;2073.909999999998;0.21301458504519288;23625.199999999997;28661.199999999997;5.111111111111111;7496.031739130433;6323.821739130433;0.16666666666666666;371.4;385.4;0.5;0.5;46;0.16334535145336992;0.8366546485466301;"false"
317520;60;5292;2640;"Kutna Hora";"central Bohemia";77963;60;23;4;2;4;51.5;8546;126;3120;2.95;4.02;82886.2;1100.0;56757.30958904106;14668.228535740618;2.1515692837671533E8;0.1506849315068493;0.360217252220885;11;0.1297564687975647;0.410958904109589;0.49541274706484684;30;0.24543378995433793;0.3013698630136986;0.46202848357509646;22;0.2134703196347032;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.136986301369863;0.34621238235890717;10;0.11986301369863013;35938.0;59.2;12711.92380952381;13754.464583687173;21;266950.4;1.8918529598390475E8;21600.0;14.6;4389.838461538462;5453.8666183045225;52;228271.60000000003;2.9744661090256404E7;228271.60000000003;266950.4;38678.79999999999;24268.218181818185;20751.96363636364;1863.0;10;"M";1.1818181818181819;1.3627118644067795;28;1;;6028;1.169442015563916;2.83971661383316;3516.254545454547;0.6644471930186219;46948.2;61286.2;7.3;11556.294372294375;16362.125174825176;0.016666666666666666;1040.8;1085.4;0.2876712328767123;0.7123287671232876;73;0.07135035649145038;0.9286496435085496;"false"
73260;60;1221;9878;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;81;10108;6.63;7.75;58294.8;900.0;33927.08571428571;12947.809487565304;1.6764577052628613E8;0.3333333333333333;0.48304589153964794;7;0.2333333333333333;0.38095238095238093;0.4976133515281193;8;0.24761904761904763;0.047619047619047616;0.21821789023599236;1;0.047619047619047616;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.23809523809523808;0.4364357804719847;5;0.19047619047619047;25654.5;5.9;8242.716666666667;9654.682079397664;12;98912.6;9.32128860542424E7;20600.0;14.6;7874.955555555556;7506.8625948379895;9;70874.6;5.6352986017777756E7;70874.6;98912.6;28038.0;14130.371428571425;10124.942857142858;1900.0;6;"M";1.023284065600324;1.1689291101055808;56;1;;6490;1.3956001162616787;1.3884613764932126;4005.428571428567;3.2804492804492766;32640.300000000003;37694.8;3.5;5887.654761904758;2249.9873015873018;0.016666666666666666;894.1;885.4;0.5714285714285714;0.42857142857142855;21;0.06300838977257872;0.9369916102274213;"false"
475680;48;9910;5796;"Liberec";"north Bohemia";159617;29;19;8;1;9;85.2;9198;131;6132;3.33;4.28;70405.3;700.0;40812.49166666667;20009.133167152275;4.003654101008332E8;0.4166666666666667;0.5149286505444373;5;0.26515151515151514;0.3333333333333333;0.49236596391733095;4;0.24242424242424246;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.25;0.45226701686664544;3;0.20454545454545456;34100.0;64.3;12925.675000000001;14026.234443534728;8;103405.40000000001;1.9673525266499993E8;23900.0;300.0;14225.0;10003.124511871278;4;56900.0;1.000625E8;56900.0;103405.40000000001;46505.40000000001;20681.079999999998;11380.0;0.0;4;"M";1.0579710144927537;1.2852852852852854;30;2;;6415;1.817318101933216;2.2484322678843225;9301.079999999998;0.9385549949545912;36305.3;46505.3;3.0;7755.404999999997;-2845.0;0.041666666666666664;635.7;400.0;0.6666666666666666;0.3333333333333333;12;0.04339348924141384;0.9566065107585862;"false"
44304;24;1846;2653;"Louny";"north Bohemia";85852;41;23;4;2;4;59.8;8965;104;2822;7.08;8.23;58281.2;300.0;42830.99523809525;9857.958953203253;9.717935472304018E7;0.19047619047619047;0.39583080684778643;12;0.1566820276497696;0.47619047619047616;0.5034443575988877;30;0.2534562211981567;0.19047619047619047;0.39583080684778643;12;0.1566820276497696;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.14285714285714285;0.3527378107513292;9;0.12442396313364056;21466.0;59.7;7941.1;8043.106333127766;21;166763.1;6.469155948599998E7;11600.0;14.6;2864.6904761904766;2857.7410052483433;42;120317.00000000001;8166683.653077813;120317.00000000001;166763.1;46446.09999999999;15160.281818181822;10937.90909090909;152.0;10;"F";1.0637014700339238;1.1624293785310735;30;1;;7087;1.3860310679288883;1.6910520711859256;4222.372727272732;2.2873091697035384;36815.2;46681.2;6.3;7219.181818181822;8073.218614718613;0.041666666666666664;240.3;285.4;0.3333333333333333;0.6666666666666666;63;0.024172265507230728;0.9758277344927693;"false"
72504;24;3021;5198;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;80.0;8991;128;5273;1.39;2.01;145620.3;600.0;45374.64242424243;27825.78498180583;7.74274309853691E8;0.16161616161616163;0.3699716124540519;16;0.13687899402185116;0.37373737373737376;0.48625722985776854;37;0.23644609358895072;0.36363636363636365;0.48349377841522817;36;0.23376623376623373;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.10101010101010101;0.30287565627206586;10;0.0917336631622346;43021.0;28.3;14586.830769230768;16612.847618003827;26;379257.6;2.759867059790154E8;62200.0;14.6;4961.005479452054;10828.441824297333;73;362153.3999999999;1.1725515234219177E8;362153.3999999999;379257.6;17104.20000000007;34477.96363636363;32923.036363636355;592.0;10;"M";1.0144286263947673;1.4460431654676258;46;1;;5420;1.0472291575890218;3.834719568052901;1554.9272727272764;0.5147061478739743;102599.29999999999;83420.29999999999;9.9;19891.132867132863;27962.0308841843;0.041666666666666664;571.7;585.4;0.26262626262626265;0.7373737373737373;99;0.16015153596117881;0.8398484640388212;"false"
59136;48;1232;6041;"Plzen - mesto";"west Bohemia";170449;0;0;0;1;1;100.0;10787;131;6261;2.64;3.09;32572.8;6620.0;23023.659090909096;6846.270074071323;4.687141392712455E7;0.3409090909090909;0.4794949774542018;15;0.2299154334038055;0.4772727272727273;0.5052577681363806;21;0.25528541226215645;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.18181818181818182;0.390153653257413;8;0.15221987315010568;6620.0;23.1;2739.086956521739;2363.403178258833;23;62998.99999999999;5585674.583003954;6200.0;14.6;1917.0666666666668;1743.8866928024115;21;40258.4;3041140.7973333322;40258.4;62998.99999999999;22740.59999999999;6999.888888888888;4473.155555555556;0.0;8;"M";1.0364178116205927;1.1704545454545454;16;1;;5977;1.5648659658605404;0.6489189662453776;2526.7333333333318;2.050919913419912;25952.8;26372.8;5.5;4260.801932367149;2556.0888888888894;0.020833333333333332;6596.9;6605.4;0.5227272727272727;0.4772727272727273;44;0.09881501128257275;0.9011849887174272;"false"
71976;24;2999;4085;"Hradec Kralove";"east Bohemia";161854;73;21;6;1;6;76.3;9425;125;3891;1.72;2.5;139580.2;-8245.1;39870.41127819543;26402.52306549019;6.970932242237415E8;0.20300751879699247;0.40375882570784605;27;0.16302118933697882;0.5488721804511278;0.4994870916755633;73;0.24948735475051262;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.24812030075187969;0.43355498476206;33;0.18796992481203006;49067.0;1.9;11889.195;16024.460177485078;60;713351.7;2.567833239798051E8;48700.0;9.5;8602.415068493152;10061.646850840063;73;627976.3;1.0123673735101977E8;627976.3;713351.7;85375.3999999999;37544.82631578947;33051.38421052632;10800.0;18;"F";0.9525091799265606;1.4534883720930232;31;1;;6824;1.135953219890623;3.983535948624877;4493.4421052631515;1.498313472912021;90513.20000000001;90880.20000000001;7.388888888888889;25655.63131578947;24448.969142033166;0.041666666666666664;-8247.0;-8254.6;0.45112781954887216;0.5488721804511278;133;0.9299781339865927;0.07002186601340737;"true"
